CUST_CODE,LAST_WEEK,LAST_DATE,TOTAL_COME,TOTAL_SPEND,CUS_SEN_LA,CUS_SEN_MM,CUS_SEN_UM,CUS_SEN_XX,BAS_SIZE_L,BAS_SIZE_M,BAS_SIZE_S,BAS_TYPE_FULL,BAS_TYPE_SMALL,BAS_TYPE_TOP,BAS_TYPE_XX,BAS_DO_FRESH,BAS_DO_GROCERY,BAS_DO_MIX,BAS_DO_NONFOOD,STORE_FOR_LS,STORE_FOR_MS,STORE_FOR_SS,STORE_FOR_XLS,STORE_FOR_XX,Total_CHURN
CUST0000959416,200806,2008-03-31,122,1351.9799999999998,0,531,0,0,237,249,45,0,201,329,1,382,53,92,3,520,0,3,8,1,0.0
CUST0000959407,200633,2006-10-15,1,0.01,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0
CUST0000959332,200806,2008-03-31,294,1601.9699999999998,0,0,1448,0,780,574,94,17,594,834,3,800,74,447,124,1448,0,0,0,3,0.0
CUST0000959307,200805,2008-03-28,123,980.1400000000001,0,0,539,0,314,161,64,71,165,300,3,301,53,182,0,533,2,4,0,3,0.0
CUST0000959210,200805,2008-03-27,268,3064.2000000000003,0,1543,0,0,1028,418,97,256,404,883,0,999,91,448,5,727,719,97,0,0,0.0
CUST0000958935,200806,2008-03-31,150,3771.4199999999992,0,2019,0,0,1914,76,29,1516,78,424,1,805,28,1177,8,2006,2,0,11,1,0.0
CUST0000958757,200724,2007-08-09,33,236.72000000000003,0,0,99,0,32,42,25,0,53,46,0,68,17,12,2,99,0,0,0,0,1.0
CUST0000958177,200803,2008-03-15,24,125.11,0,0,72,0,34,18,20,25,30,16,1,47,7,15,2,55,10,7,0,1,0.0
CUST0000958098,200805,2008-03-30,399,4768.1,0,0,2270,0,1682,301,287,1178,548,535,9,1446,292,522,1,55,1409,1,805,9,0.0
CUST0000957777,200802,2008-03-08,3,8.1,0,0,0,4,0,4,0,0,4,0,0,0,4,0,0,3,1,0,0,0,
CUST0000957318,200805,2008-03-28,213,3188.49,0,0,2040,0,1811,174,55,959,146,935,0,1452,38,533,17,2,117,0,1921,0,0.0
CUST0000957143,200750,2008-02-05,1,7.88,0,0,0,4,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,
CUST0000957087,200705,2007-03-31,1,38.280000000000008,0,0,23,0,23,0,0,23,0,0,0,23,0,0,0,0,23,0,0,0,1.0
CUST0000957056,200718,2007-06-28,8,103.55000000000001,65,0,0,0,55,10,0,36,6,23,0,9,1,54,1,0,61,0,4,0,1.0
CUST0000956550,200752,2008-02-18,11,357.93,0,151,0,0,138,13,0,99,4,48,0,80,9,62,0,151,0,0,0,0,3.0
CUST0000956375,200801,2008-03-01,109,1812.7899999999997,1348,0,0,0,1234,78,36,1167,93,87,1,294,91,952,10,1348,0,0,0,1,0.0
CUST0000956316,200640,2006-11-30,6,39.319999999999993,0,30,0,0,9,18,3,0,3,27,0,7,8,15,0,30,0,0,0,0,1.0
CUST0000956261,200805,2008-03-24,122,1526.7700000000002,0,0,859,0,723,118,18,79,124,646,10,768,2,76,3,857,2,0,0,10,0.0
CUST0000955839,200721,2007-07-16,11,143.94,0,0,96,0,78,14,4,0,11,85,0,79,0,10,7,58,0,38,0,0,1.0
CUST0000955744,200805,2008-03-27,129,2414.4,1263,0,0,0,1046,203,14,615,154,494,0,575,86,596,6,7,0,442,814,0,0.0
CUST0000955613,200705,2007-03-27,49,989.17000000000019,564,0,0,0,529,17,18,344,28,192,0,235,11,315,3,528,36,0,0,0,1.0
CUST0000955466,200739,2007-11-24,3,65.17,0,0,41,0,41,0,0,17,0,24,0,15,9,17,0,41,0,0,0,0,1.0
CUST0000955346,200802,2008-03-05,1,8.7,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,
CUST0000954589,200806,2008-03-31,83,713.5,0,0,545,0,353,165,27,30,90,425,0,219,85,230,11,545,0,0,0,0,0.0
CUST0000954371,200805,2008-03-30,448,4064.0800000000004,2123,0,0,0,773,1216,134,61,761,1296,5,1412,186,504,16,144,1979,0,0,5,0.0
CUST0000953895,200620,2006-07-16,1,6.03,0,0,0,4,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,1.0
CUST0000953795,200803,2008-03-11,45,329.11,0,0,226,0,107,101,18,15,81,129,1,134,17,72,2,207,9,0,10,1,0.0
CUST0000953727,200805,2008-03-26,95,869.83,0,547,0,0,375,172,0,0,118,429,0,246,5,296,0,547,0,0,0,0,0.0
CUST0000953479,200805,2008-03-26,66,227.73,146,0,0,0,35,44,67,35,102,6,3,91,14,24,14,146,0,0,0,3,0.0
CUST0000953463,200805,2008-03-26,211,5211.3600000000006,0,0,2144,0,1875,214,55,1171,185,787,1,924,267,933,19,396,1744,0,4,1,0.0
CUST0000953401,200619,2006-07-08,1,5.66,0,0,0,6,0,6,0,0,0,6,0,0,0,6,0,6,0,0,0,0,1.0
CUST0000953363,200805,2008-03-28,121,1881.68,0,1265,0,0,1085,145,35,692,103,469,1,823,75,363,3,1009,103,0,153,1,1.0
CUST0000953220,200806,2008-03-31,172,1129.2299999999998,0,584,0,0,113,399,72,19,362,200,3,317,76,151,37,30,554,0,0,3,0.0
CUST0000953189,200616,2006-06-13,1,0.75,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1.0
CUST0000952892,200633,2006-10-11,3,22.200000000000003,0,11,0,0,0,9,2,0,5,6,0,9,0,2,0,5,6,0,0,0,1.0
CUST0000952727,200804,2008-03-18,23,247.38,0,0,101,0,45,49,7,0,37,63,1,37,17,39,7,101,0,0,0,1,1.0
CUST0000952630,200744,2007-12-27,5,38.360000000000007,0,0,0,14,0,13,1,0,14,0,0,3,4,3,4,4,10,0,0,0,4.0
CUST0000952310,200806,2008-03-31,67,553.98,0,245,0,0,68,137,40,35,156,54,0,146,46,36,17,228,1,0,16,0,0.0
CUST0000952091,200805,2008-03-28,121,1050.3999999999999,327,0,0,0,110,147,70,0,165,162,0,142,74,80,31,327,0,0,0,0,0.0
CUST0000951997,200805,2008-03-25,8,204.43,0,0,69,0,54,15,0,0,0,69,0,69,0,0,0,69,0,0,0,0,2.0
CUST0000951964,200804,2008-03-20,9,38.79,0,0,24,0,7,11,6,0,24,0,0,20,4,0,0,4,20,0,0,0,2.0
CUST0000951874,200805,2008-03-29,84,954.68000000000006,633,0,0,0,487,119,27,110,74,449,0,291,58,272,12,9,1,14,609,0,0.0
CUST0000951802,200805,2008-03-26,55,712.71,292,0,0,0,203,71,18,69,62,161,0,169,39,80,4,292,0,0,0,0,2.0
CUST0000951558,200801,2008-02-26,42,83.67,80,0,0,0,15,49,16,0,64,15,1,17,51,11,0,0,80,0,0,1,0.0
CUST0000951488,200802,2008-03-09,1,1.96,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,
CUST0000951367,200717,2007-06-22,7,56.04,11,0,0,0,0,7,4,0,7,4,0,7,2,2,0,11,0,0,0,0,2.0
CUST0000951065,200633,2006-10-15,38,474.21999999999997,0,0,254,0,119,130,5,0,59,195,0,246,4,4,0,254,0,0,0,0,1.0
CUST0000950918,200806,2008-03-31,92,1383.41,0,686,0,0,502,161,23,162,117,403,4,215,113,346,8,43,643,0,0,4,0.0
CUST0000950814,200637,2006-11-06,1,11.03,0,0,0,7,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,1.0
CUST0000950812,200805,2008-03-25,40,1159.8,0,0,451,0,417,34,0,159,34,258,0,356,21,74,0,118,33,300,0,0,0.0
CUST0000950748,200643,2006-12-23,48,115.35,0,109,0,0,0,63,46,0,98,11,0,68,8,25,8,1,108,0,0,0,1.0
CUST0000950666,200806,2008-03-31,235,2365.45,901,0,0,0,442,352,107,139,414,346,2,515,67,272,45,882,0,19,0,2,0.0
CUST0000950289,200804,2008-03-23,39,456.58000000000004,0,274,0,0,205,48,21,154,48,70,2,134,32,106,0,179,95,0,0,2,3.0
CUST0000950087,200803,2008-03-15,23,469.69000000000005,0,0,280,0,254,23,3,111,11,158,0,197,10,73,0,280,0,0,0,0,1.0
CUST0000949963,200802,2008-03-08,31,1435.84,0,0,456,0,453,0,3,203,3,250,0,208,49,199,0,1,0,2,453,0,0.0
CUST0000949264,200805,2008-03-30,238,1200.2600000000002,944,0,0,0,385,425,134,83,362,491,8,255,206,434,41,944,0,0,0,8,0.0
CUST0000949077,200752,2008-02-23,2,32.47,23,0,0,0,23,0,0,0,0,23,0,11,12,0,0,23,0,0,0,0,0.0
CUST0000949044,200622,2006-07-27,12,219.2,0,0,116,0,111,4,1,0,5,111,0,92,0,24,0,0,0,0,116,0,1.0
CUST0000948955,200749,2008-02-01,24,859.85,0,255,0,0,236,17,2,83,12,160,0,98,12,140,5,6,249,0,0,0,2.0
CUST0000948711,200701,2007-03-02,2,4.91,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,1.0
CUST0000948445,200743,2007-12-19,6,175.41999999999996,0,74,0,0,70,4,0,33,0,41,0,14,4,56,0,4,0,0,70,0,2.0
CUST0000948399,200802,2008-03-09,1,1.37,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
CUST0000948003,200645,2007-01-03,3,28.3,0,13,0,0,9,3,1,0,4,9,0,0,12,0,1,3,10,0,0,0,1.0
CUST0000947889,200805,2008-03-28,47,270.56,164,0,0,0,39,104,21,0,93,71,0,94,27,38,5,0,162,2,0,0,0.0
CUST0000947514,200805,2008-03-25,22,306.43,0,188,0,0,167,16,5,26,21,141,0,170,0,16,2,188,0,0,0,0,0.0
CUST0000947233,200734,2007-10-20,12,662.9,0,168,0,0,168,0,0,43,0,125,0,120,0,48,0,0,168,0,0,0,3.0
CUST0000947188,200803,2008-03-15,35,131.47,102,0,0,0,29,46,27,19,58,24,1,47,15,36,3,0,0,54,48,1,1.0
CUST0000947049,200804,2008-03-19,66,1728.6800000000003,0,0,922,0,874,34,14,521,27,374,0,809,36,72,5,26,0,0,896,0,0.0
CUST0000947010,200806,2008-03-31,95,1564.2200000000003,0,0,781,0,668,98,15,42,101,637,1,731,0,48,1,780,1,0,0,1,1.0
CUST0000946961,200715,2007-06-04,1,17.4,0,0,0,4,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,1.0
CUST0000946821,200805,2008-03-30,68,978.1400000000001,0,428,0,0,304,104,20,75,66,287,0,263,68,95,2,420,8,0,0,0,0.0
CUST0000946591,200806,2008-03-31,323,5934.1899999999987,0,2794,0,0,2227,417,150,1814,368,612,0,1051,183,1529,31,2780,3,10,1,0,0.0
CUST0000945695,200804,2008-03-22,59,263.42,0,168,0,0,34,99,35,19,98,50,1,28,50,68,21,160,0,2,6,1,2.0
CUST0000945336,200803,2008-03-14,89,556.35,0,295,0,0,118,139,38,0,159,136,0,183,30,78,4,294,1,0,0,0,1.0
CUST0000945332,200805,2008-03-30,268,2875.3700000000003,0,0,1388,0,683,602,103,102,413,873,0,796,149,379,64,39,1348,1,0,0,0.0
CUST0000944854,200745,2008-01-02,3,14.61,0,0,0,8,0,6,2,0,8,0,0,6,0,2,0,8,0,0,0,0,1.0
CUST0000944418,200739,2007-11-23,32,394.53999999999996,0,0,175,0,113,48,14,51,39,85,0,62,15,92,6,27,87,3,58,0,1.0
CUST0000944384,200803,2008-03-11,40,338.92999999999995,0,238,0,0,168,62,8,0,61,177,0,166,9,63,0,19,0,0,219,0,0.0
CUST0000944250,200614,2006-06-03,1,11.53,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,0,0,0,1.0
CUST0000944143,200736,2007-11-02,1,0.01,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0
CUST0000944109,200628,2006-09-06,2,97.86,47,0,0,0,47,0,0,47,0,0,0,0,0,47,0,47,0,0,0,0,1.0
CUST0000943524,200802,2008-03-05,37,273.13000000000005,0,161,0,0,111,19,31,14,44,103,0,90,2,56,13,146,12,3,0,0,1.0
CUST0000943456,200752,2008-02-22,43,91.920000000000016,0,0,68,0,0,23,45,0,68,0,0,46,0,8,14,0,68,0,0,0,1.0
CUST0000942893,200702,2007-03-07,1,0.07,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0
CUST0000942820,200805,2008-03-28,33,1371.04,0,707,0,0,669,30,8,595,22,90,0,93,10,599,5,704,3,0,0,0,2.0
CUST0000942224,200642,2006-12-14,1,0.85,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0
CUST0000941865,200806,2008-03-31,271,4168.7300000000005,0,2009,0,0,1401,545,63,821,309,878,1,952,217,811,28,2003,6,0,0,1,0.0
CUST0000941769,200709,2007-04-29,9,481.72,0,0,226,0,226,0,0,226,0,0,0,101,0,125,0,226,0,0,0,0,2.0
CUST0000941570,200701,2007-03-04,2,31.38,13,0,0,0,9,4,0,0,0,13,0,9,0,4,0,13,0,0,0,0,1.0
CUST0000941365,200804,2008-03-23,132,2791.86,0,1367,0,0,1259,84,24,899,94,370,4,492,124,737,10,1364,3,0,0,4,0.0
CUST0000941217,200805,2008-03-25,17,75.600000000000009,0,0,39,0,9,22,8,0,30,9,0,5,16,7,11,39,0,0,0,0,3.0
CUST0000940774,200720,2007-07-11,1,4.83,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,1.0
CUST0000940633,200804,2008-03-21,91,3185.8800000000006,0,0,1490,0,1403,81,6,1027,36,427,0,945,39,501,5,1404,52,8,26,0,1.0
CUST0000940034,200805,2008-03-26,37,165.63,0,90,0,0,0,65,25,0,55,35,0,36,25,28,1,13,76,0,1,0,0.0
CUST0000938527,200742,2007-12-11,9,31.81,0,0,0,11,0,4,7,0,11,0,0,1,10,0,0,0,0,0,11,0,3.0
CUST0000938180,200802,2008-03-04,97,601.97,0,524,0,0,224,277,23,32,241,251,0,361,36,115,12,3,516,5,0,0,1.0
CUST0000937998,200751,2008-02-12,14,239.17,0,76,0,0,40,35,1,0,36,40,0,55,5,16,0,76,0,0,0,0,1.0
CUST0000937956,200748,2008-01-26,1,5.25,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0
CUST0000937299,200805,2008-03-28,102,149.59,0,184,0,0,0,58,126,0,179,0,5,97,1,40,41,168,16,0,0,5,1.0
CUST0000936490,200743,2007-12-21,3,58.17,0,0,26,0,23,3,0,0,3,23,0,0,0,26,0,26,0,0,0,0,1.0
CUST0000936104,200806,2008-03-31,77,553.7,298,0,0,0,96,162,40,35,125,138,0,114,21,151,12,2,2,54,240,0,0.0
CUST0000935509,200802,2008-03-03,57,473.49,0,278,0,0,88,184,6,0,113,165,0,165,28,81,4,0,0,0,278,0,0.0
CUST0000935348,200639,2006-11-23,5,174.04000000000002,0,0,46,0,30,16,0,0,0,46,0,23,8,15,0,46,0,0,0,0,1.0
CUST0000935271,200801,2008-03-02,21,171.70999999999998,0,0,151,0,85,66,0,0,58,93,0,144,0,7,0,0,0,151,0,0,1.0
CUST0000934997,200730,2007-09-22,2,19.88,0,0,8,0,0,6,2,0,2,6,0,2,0,6,0,2,0,6,0,0,1.0
CUST0000934795,200805,2008-03-25,167,1940.1699999999998,0,0,979,0,525,403,51,179,251,549,0,547,72,338,22,928,51,0,0,0,0.0
CUST0000934065,200805,2008-03-25,48,875.51999999999987,0,308,0,0,218,75,15,11,49,248,0,197,9,101,1,296,0,0,12,0,0.0
CUST0000934044,200752,2008-02-18,17,497.37,0,0,209,0,190,19,0,79,12,118,0,107,15,83,4,126,83,0,0,0,2.0
CUST0000933740,200736,2007-11-04,6,54.84,45,0,0,0,23,22,0,14,10,21,0,12,10,23,0,20,0,0,25,0,2.0
CUST0000933215,200805,2008-03-30,132,529.06,0,429,0,0,105,277,47,0,335,92,2,277,36,97,17,393,35,0,1,2,0.0
CUST0000933124,200728,2007-09-05,1,29.96,0,0,14,0,14,0,0,0,0,14,0,14,0,0,0,14,0,0,0,0,1.0
CUST0000932977,200802,2008-03-07,4,51.8,0,33,0,0,29,4,0,0,4,29,0,21,0,12,0,33,0,0,0,0,2.0
CUST0000932899,200805,2008-03-29,194,1698.9599999999998,0,0,1096,0,678,326,92,30,262,803,1,933,31,118,13,1075,6,1,14,1,0.0
CUST0000932531,200804,2008-03-23,45,334.40000000000003,0,0,167,0,108,36,23,0,59,108,0,141,23,0,3,161,5,1,0,0,1.0
CUST0000932475,200636,2006-11-04,1,33.18,0,0,16,0,16,0,0,16,0,0,0,16,0,0,0,0,0,0,16,0,1.0
CUST0000932152,200805,2008-03-29,135,3397.54,0,1446,0,0,1209,187,50,1006,169,271,0,1050,33,355,8,1446,0,0,0,0,0.0
CUST0000931984,200805,2008-03-28,162,2489.5499999999993,0,0,1544,0,1441,44,59,601,73,870,0,397,59,1088,0,1526,18,0,0,0,0.0
CUST0000931904,200733,2007-10-09,4,86.26,100,0,0,0,100,0,0,83,0,17,0,17,33,50,0,0,0,0,100,0,3.0
CUST0000931901,200804,2008-03-20,256,2604.35,1985,0,0,0,1433,453,99,939,300,745,1,653,204,1064,63,1982,3,0,0,1,0.0
CUST0000931886,200805,2008-03-30,95,817.18000000000006,541,0,0,0,317,191,33,26,119,396,0,260,20,249,12,522,0,19,0,0,0.0
CUST0000931849,200802,2008-03-08,82,340.49999999999994,0,192,0,0,54,67,71,29,119,42,2,58,74,51,7,192,0,0,0,2,0.0
CUST0000930705,200801,2008-02-28,83,1928.9399999999998,1133,0,0,0,1049,77,7,936,22,174,1,86,73,967,6,1133,0,0,0,1,0.0
CUST0000930632,200804,2008-03-21,1,50.42,0,0,14,0,14,0,0,14,0,0,0,14,0,0,0,0,14,0,0,0,
CUST0000930614,200749,2008-01-31,5,69.22999999999999,28,0,0,0,26,2,0,0,2,26,0,13,3,11,1,28,0,0,0,0,2.0
CUST0000930603,200625,2006-08-18,2,8.9400000000000013,11,0,0,0,9,0,2,0,2,9,0,9,2,0,0,11,0,0,0,0,1.0
CUST0000930601,200651,2007-02-16,11,198.4,85,0,0,0,68,12,5,68,17,0,0,12,5,68,0,76,0,9,0,0,2.0
CUST0000930519,200702,2007-03-11,12,50.52,41,0,0,0,18,21,2,0,19,22,0,24,13,4,0,41,0,0,0,0,2.0
CUST0000930504,200745,2008-01-03,34,288.88,0,0,194,0,116,72,6,13,49,131,1,115,15,63,0,190,4,0,0,1,3.0
CUST0000930426,200731,2007-09-28,55,343.20000000000005,169,0,0,0,44,96,29,0,91,77,1,56,45,59,8,13,0,156,0,1,1.0
CUST0000930325,200806,2008-03-31,14,142.19,0,91,0,0,45,44,2,0,25,66,0,52,9,29,1,43,24,24,0,0,3.0
CUST0000930182,200801,2008-02-25,10,186.89,0,107,0,0,88,17,2,80,13,14,0,15,37,55,0,92,9,6,0,0,0.0
CUST0000930113,200746,2008-01-13,8,98.359999999999985,0,0,51,0,21,30,0,0,23,28,0,28,0,23,0,4,20,0,27,0,4.0
CUST0000930066,200806,2008-03-31,113,1110.73,897,0,0,0,549,320,28,110,52,733,2,520,19,353,3,896,0,1,0,2,0.0
CUST0000930044,200747,2008-01-17,1,18.92,0,0,0,7,0,7,0,0,7,0,0,7,0,0,0,7,0,0,0,0,1.0
CUST0000929829,200701,2007-03-02,2,27.130000000000003,0,0,18,0,12,6,0,0,0,18,0,18,0,0,0,18,0,0,0,0,2.0
CUST0000929563,200805,2008-03-27,40,245.73000000000008,188,0,0,0,122,47,19,17,53,117,1,74,22,87,4,165,12,11,0,1,2.0
CUST0000928648,200805,2008-03-27,107,1037.67,873,0,0,0,685,178,10,249,44,579,1,236,122,513,1,861,11,1,0,1,0.0
CUST0000928550,200639,2006-11-26,39,1480.4100000000003,0,514,0,0,482,24,8,342,28,144,0,154,139,218,3,45,19,0,450,0,1.0
CUST0000928511,200740,2007-11-26,1,10.22,0,0,0,6,6,0,0,0,0,6,0,0,6,0,0,6,0,0,0,0,1.0
CUST0000928411,200805,2008-03-29,138,2476.9700000000003,0,1518,0,0,1392,92,34,849,57,612,0,1153,23,335,7,1509,9,0,0,0,0.0
CUST0000928368,200650,2007-02-10,1,1.67,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,1.0
CUST0000928158,200804,2008-03-19,3,25.11,0,0,15,0,8,7,0,0,7,8,0,11,0,4,0,0,15,0,0,0,1.0
CUST0000928010,200707,2007-04-14,1,62.22,0,21,0,0,21,0,0,0,0,21,0,21,0,0,0,0,0,0,21,0,1.0
CUST0000928006,200647,2007-01-15,1,2.74,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,1.0
CUST0000927720,200644,2006-12-31,4,77.66,46,0,0,0,46,0,0,12,0,34,0,0,24,22,0,46,0,0,0,0,1.0
CUST0000927569,200806,2008-03-31,251,1643.5199999999998,0,0,934,0,306,471,157,29,419,486,0,453,79,291,111,918,12,4,0,0,0.0
CUST0000927524,200805,2008-03-30,65,1502.94,722,0,0,0,681,17,24,397,34,290,1,506,18,197,0,719,3,0,0,1,0.0
CUST0000927074,200805,2008-03-26,277,1155.85,744,0,0,0,64,568,112,0,683,45,16,610,76,42,0,11,0,733,0,16,0.0
CUST0000926667,200803,2008-03-14,124,1647.7299999999998,950,0,0,0,725,188,37,413,94,429,14,180,119,618,19,189,761,0,0,14,0.0
CUST0000926483,200725,2007-08-16,1,10.03,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,1.0
CUST0000926427,200805,2008-03-26,108,1334.94,0,937,0,0,898,35,4,12,20,905,0,722,3,212,0,0,937,0,0,0,0.0
CUST0000926320,200612,2006-05-21,1,12.93,0,0,0,4,0,4,0,0,4,0,0,0,0,4,0,4,0,0,0,0,1.0
CUST0000926292,200806,2008-03-31,133,2596.87,0,1198,0,0,991,164,43,641,172,384,1,872,26,291,8,485,654,0,59,1,0.0
CUST0000926130,200804,2008-03-17,103,1545.79,0,799,0,0,585,188,26,403,122,274,0,340,15,433,11,205,64,123,407,0,0.0
CUST0000925582,200708,2007-04-16,1,39.85,0,13,0,0,13,0,0,0,0,13,0,13,0,0,0,13,0,0,0,0,1.0
CUST0000925379,200805,2008-03-29,18,557.59000000000015,302,0,0,0,285,7,10,273,17,12,0,124,7,167,4,4,0,0,298,0,3.0
CUST0000925106,200805,2008-03-28,141,831.33000000000015,0,506,0,0,97,329,80,15,278,213,0,356,37,88,25,506,0,0,0,0,0.0
CUST0000925002,200738,2007-11-18,5,84.33,0,0,36,0,25,11,0,0,5,31,0,27,9,0,0,18,0,18,0,0,4.0
CUST0000924929,200805,2008-03-30,64,498.84000000000009,0,298,0,0,91,185,22,0,95,203,0,110,42,144,2,298,0,0,0,0,0.0
CUST0000924904,200750,2008-02-05,8,440.50999999999993,0,129,0,0,129,0,0,123,0,6,0,17,52,60,0,129,0,0,0,0,2.0
CUST0000924696,200805,2008-03-29,373,4243.16,0,2752,0,0,2125,440,187,1573,428,750,1,1447,182,1079,43,2424,2,0,326,1,0.0
CUST0000923667,200804,2008-03-20,42,434.31000000000006,0,202,0,0,138,56,8,20,58,124,0,89,23,75,15,201,1,0,0,0,1.0
CUST0000923551,200805,2008-03-25,275,3059.11,1343,0,0,0,789,449,105,393,399,549,2,375,231,646,89,95,1244,1,3,2,0.0
CUST0000923274,200740,2007-11-30,2,41.370000000000005,20,0,0,0,13,7,0,0,0,20,0,7,13,0,0,20,0,0,0,0,2.0
CUST0000922993,200805,2008-03-28,221,5779.9900000000007,0,2466,0,0,2275,174,17,1633,122,710,1,274,396,1781,14,2429,35,2,0,1,0.0
CUST0000922878,200805,2008-03-29,120,2556.44,0,2012,0,0,1926,63,23,1709,68,234,1,988,67,956,0,2004,0,8,0,1,0.0
CUST0000921321,200648,2007-01-26,30,292.82000000000005,235,0,0,0,167,61,7,76,41,118,0,102,4,127,2,235,0,0,0,0,1.0
CUST0000920638,200752,2008-02-20,35,245.75000000000003,0,0,206,0,133,68,5,0,74,132,0,135,10,55,6,0,12,0,194,0,0.0
CUST0000920466,200805,2008-03-25,86,2604.7400000000002,0,1471,0,0,1429,41,1,908,22,541,0,624,66,781,0,1341,111,0,19,0,0.0
CUST0000920332,200622,2006-07-29,22,84.81,0,0,42,0,12,9,21,0,30,12,0,26,6,10,0,9,33,0,0,0,1.0
CUST0000920247,200804,2008-03-19,8,125.85,0,52,0,0,29,23,0,0,13,39,0,40,9,3,0,0,0,0,52,0,0.0
CUST0000920214,200804,2008-03-18,133,2164.44,0,0,1120,0,821,249,50,752,152,216,0,184,112,821,3,1085,25,6,4,0,0.0
CUST0000919884,200729,2007-09-16,5,34.59,0,32,0,0,28,0,4,0,4,28,0,2,15,15,0,32,0,0,0,0,2.0
CUST0000919826,200805,2008-03-30,285,1855.79,0,0,1152,0,289,738,125,58,577,512,5,828,129,176,14,68,0,1084,0,5,0.0
CUST0000919740,200642,2006-12-12,2,57.489999999999995,19,0,0,0,13,6,0,0,6,13,0,19,0,0,0,19,0,0,0,0,2.0
CUST0000919512,200725,2007-08-14,66,2130.9399999999996,1466,0,0,0,1459,2,5,1410,7,49,0,537,17,911,1,1438,2,0,26,0,1.0
CUST0000919465,200805,2008-03-25,102,843.36,0,574,0,0,310,222,42,88,161,323,2,145,88,323,16,2,572,0,0,2,0.0
CUST0000919241,200751,2008-02-13,44,763.09999999999991,0,322,0,0,249,63,10,102,51,168,1,161,58,99,3,70,70,0,182,1,0.0
CUST0000918984,200805,2008-03-30,97,1326.85,0,0,690,0,535,110,45,166,130,392,2,395,22,261,10,669,21,0,0,2,2.0
CUST0000918881,200805,2008-03-29,303,3884.13,0,0,2624,0,2020,454,150,1516,422,686,0,1987,58,569,10,2577,15,32,0,0,0.0
CUST0000918756,200748,2008-01-25,2,14.97,0,0,0,7,0,5,2,0,7,0,0,7,0,0,0,0,0,0,7,0,2.0
CUST0000918632,200632,2006-10-08,1,7.83,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,1.0
CUST0000918630,200752,2008-02-20,38,2076.69,897,0,0,0,897,0,0,897,0,0,0,178,113,606,0,897,0,0,0,0,0.0
CUST0000918624,200804,2008-03-20,65,522.51,0,267,0,0,137,101,29,0,104,163,0,165,43,59,0,0,237,17,13,0,0.0
CUST0000918462,200805,2008-03-25,73,632.2399999999999,0,0,334,0,156,150,28,34,118,181,1,198,25,107,3,0,203,0,131,1,1.0
CUST0000918382,200633,2006-10-14,1,2.3400000000000003,0,0,0,4,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,1.0
CUST0000918269,200731,2007-09-25,1,0.93,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1.0
CUST0000918256,200805,2008-03-30,320,1343.69,1390,0,0,0,735,539,116,0,529,857,4,815,367,181,23,547,0,0,843,4,0.0
CUST0000918102,200806,2008-03-31,479,2900.9000000000005,1987,0,0,0,789,1021,177,186,659,1141,1,867,340,737,42,47,52,1842,46,1,0.0
CUST0000918059,200805,2008-03-27,59,459.03000000000003,0,201,0,0,74,96,31,14,105,81,1,120,33,41,6,81,0,120,0,1,0.0
CUST0000918050,200804,2008-03-18,23,569.89,0,0,256,0,236,19,1,33,20,203,0,227,3,26,0,244,12,0,0,0,2.0
CUST0000917923,200637,2006-11-07,10,79.44,0,35,0,0,9,21,5,0,26,9,0,20,0,14,1,29,6,0,0,0,1.0
CUST0000917793,200803,2008-03-10,57,1229.62,0,715,0,0,664,40,11,458,36,219,2,318,22,372,1,702,10,3,0,2,0.0
CUST0000917733,200743,2007-12-19,5,50.08,0,0,15,0,6,8,1,0,9,6,0,7,3,5,0,13,2,0,0,0,4.0
